,Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS,comments_prep,review_prep,char_counts,word_counts,sent_counts,avg_word_len,avg_sent_len,char_counts_rev,word_counts_rev,sent_counts_rev,avg_word_len_rev,avg_sent_len_rev,anonymous_customer,RATINGS_SENTIMENT
1381,Aravind Prasad R,"Do not buy this if intended for online classes, podcast, movies, etc.",Spirit Lime,08-Nov-21,"Using this headphones for about a couple of months now, I can say, this headphones feel as if someone turned that bass knob, all the way up to max.I have tried and compared this with at least 5 headphones ranging from apple ones, to cheap headphones.You wont feel much of a difference in Music, but while listening to voices, you may feel a bit uncomfortable.The voices sound too airy, to the point which sometimes you may have difficulty in understanding what is being spoken .Therefore, if you will be using headphones for online classes, watching movies, listening to radio, podcasts, or anything, with human speech often, then you may need to consider something else.Apart from that, everything about this headphones are fine., the build quality, fit, comfort, are all very good",3,headphones couple months now say headphones feel turned bass knob way maxi tried compared 5 headphones ranging apple ones cheap headphonesyou wont feel difference music listening voices feel bit uncomfortablethe voices sound airy point difficulty understanding spoken therefore headphones online classes watching movies listening radio podcasts anything human speech often need consider elseapart that headphones fine build quality fit comfort good,buy intended online classes podcast movies etc,782,131,1,4.977099236641221,131.0,69,12,1,4.833333333333333,12.0,True,neutral
1382,Amazon Customer,Worth the money,Black,26-Sep-21,Like Colour of the product Blue orange Cable typeAirpod bud typeNice bassWorth the amountFeedback The Junction of cables could be molded or attached to avoid loose contacts or damage in future due to longer use.,4,like colour product blue orange cable typeairpod bud typenice bassworth amountfeedback junction cables molded attached avoid loose contacts damage future longer use,worth money,211,35,1,5.057142857142857,35.0,15,3,1,4.333333333333333,3.0,False,positive
1383,Krypton,One of the worst headphones,Black,17-Sep-21,This headphone suffers from a serious issue after using for a few days. The volume automatically goes down and video auto closes. I ordered a replacement but I didn't expect this from Boat. Will update if issue arrives again.,1,headphone suffers issue days volume automatically goes video auto closes ordered replacement didnt expect boat update issue arrives again,worst headphones,225,39,4,4.794871794871795,9.75,27,5,1,4.6,5.0,True,negative
1384,Amazon Customer,No bass...disappointing,Blue,20-Oct-21,Not worth buying at any price...had purchased another one from Boat for 50rs more and it was decent. This one just transmits the sound without any bass.. Even Songs with good beats sound bland,2,worth buying pricehad purchased boat 50rs decent transmits sound bass songs good beats sound bland,bassdisappointing,192,34,3,4.676470588235294,11.333333333333334,23,2,1,11.0,2.0,False,negative
1385,Cynthya,Survived a machine wash,Blue,04-Oct-21,"Been using this for more than 3 months without any problems. The highlight is that this went into the washing machine in my pants, survived a full wash cycle and came out sparkly clean, working as good as ever",5,3 months problems highlight went washing machine pants survived wash cycle came sparkly clean working good,survived machine wash,209,39,2,4.384615384615385,19.5,23,4,1,5.0,4.0,True,positive
1386,tenzin,Not good bass,Iguana,08-Jun-22,Bassheads is not a suitable name for the productGo for in ear ...earphones for better bassRest i alright,3,bassheads suitable productgo ear earphones better bassrest alright,good bass,104,18,1,4.833333333333333,18.0,13,3,1,3.6666666666666665,3.0,True,neutral
1387,Prateek Bagri,Good quality and nice design,Iguana,30-Jun-21,"The are good quality headphone and also come with 1 year warranty,i purchase boat products beacause of there warranty.Price written on these is 999.",5,good quality headphone come 1 year warrantyi purchase boat products beacause warrantyprice written 999,good quality nice design,148,24,1,5.208333333333333,24.0,28,5,1,4.8,5.0,True,positive
1388,Vinodh,Excellent,Black,22-Sep-21,This is the one I was expecting. Excellent product. Definitely it's worth buying. Blue and orange colour headset looks really good. It's worth buying,5,expecting excellent product definitely its worth buying blue orange colour headset looks good its worth buying,excellent,149,24,5,5.25,4.8,9,1,1,9.0,1.0,True,positive
1389,Akshay Tiwari,Good,White,13-Mar-22,Good and relaxing in ear and comfortable sounds good and wire are really too long and ......... Nice product but,3,good relaxing ear comfortable sounds good wire long  nice product,good,112,20,1,4.65,20.0,4,1,1,4.0,1.0,True,neutral
1390,Love,it's good as compared to the budget.,Spirit Lime,31-Dec-21,"it's good as compared to the budget.clear sound quality, build quality is also good.budget friendly. best price in amazon",4,its good compared budgetclear sound quality build quality goodbudget friendly best price amazon,its good compared budget,121,19,2,5.421052631578948,9.5,36,7,1,4.285714285714286,7.0,True,positive
1391,Balaji,Worthy product..,White,21-Feb-22,Good and Worth for this price.. value for money.. Mic and Sound quality is good. Working good in Computer and mobile.,5,good worth price value money mic sound quality good working good computer mobile,worthy product,117,21,2,4.619047619047619,10.5,16,2,1,7.5,2.0,True,positive
1392,Taniya s.,Nice voice,Blue,19-Sep-21,Good quality with good color....go for it anytime... Work properly...noise cancellation feature is also so good... I would like to buy in future from this brand,5,good quality good colorgo anytime work properlynoise cancellation feature good like buy future brand,nice voice,160,26,2,5.1923076923076925,13.0,10,2,1,4.5,2.0,True,positive
1393,siddharth,My Honest Review,Iguana,05-Jul-21,"Design is quite descent. But I personally didn't like the EQ of this earphones, it's quite compact ..I hope the sound engineers will overcome the EQ . And ofcourse this are value for money earphones at this price range.",3,design descent personally didnt like eq earphones its compact i hope sound engineers overcome eq  ofcourse value money earphones price range,honest review,219,39,3,4.641025641025641,13.0,16,3,1,4.666666666666667,3.0,True,neutral
1394,anjali,unique colour,Iguana,30-Dec-21,colour is super good n so is the sound quality but the only thing is it gives a bit pain when used for long time,5,colour super good n sound quality thing gives bit pain long time,unique colour,112,25,1,3.52,25.0,13,2,1,6.0,2.0,True,positive
1395,Maaz khan,Volume decreases with usage,Black,17-Jan-22,"After about 1 year of usage, its volume started to decrease and the quality was also getting decreased, so i can say its only for the usage of 1 year",2,1 year usage volume started decrease quality getting decreased usage 1 year,volume decreases usage,149,30,1,4.0,30.0,27,4,1,6.0,4.0,True,negative
1396,Pritipal,Left in ear is not working even right in ear of earphone sound is not good.,Spirit Lime,08-Nov-21,Worst experience and quality of boat earphone till now.Even dealy in return pickup from Amazon .Bad service from Amazon and Boat.,1,worst experience quality boat earphone till noweven dealy return pickup amazon bad service amazon boat,left ear working right ear earphone sound good,129,21,1,5.190476190476191,21.0,75,16,1,3.75,16.0,True,negative
1397,Reena Kumari,Quality not good,Spirit Lime,24-Dec-21,Poor quality.dosnt proplry working in phone.so don't use this ear phone future.so not good this product.not purshage again this headphones,1,poor qualitydosnt proplry working phoneso dont use ear phone futureso good productnot purshage headphones,quality good,138,20,1,5.95,20.0,16,3,1,4.666666666666667,3.0,True,negative
1398,Keshavprasad,My money wasted I really don t want to referr this waste of my money,Blue,06-May-22,Voice issue and noise cancellation is not there other side person not able to audible me so totally disappointed not expected from boat,1,voice issue noise cancellation person able audible totally disappointed expected boat,money wasted don t want referr waste money,135,23,1,4.913043478260869,23.0,68,15,1,3.6,15.0,True,negative
1399,Indrajeet Singh,Bad experience with boat...,Spirit Lime,04-Oct-21,use item,1,use item,bad experience boat,8,2,1,3.5,2.0,27,4,1,6.0,4.0,True,negative
1400,Sam,Love this product,White,22-Feb-22,Love this product and good quality Love this product and good quality Love this product and good quality Love this product and good quality,5,love product good quality love product good quality love product good quality love product good quality,love product,139,24,1,4.833333333333333,24.0,17,3,1,5.0,3.0,True,positive
1401,Priya Srivastava,Nice but not best,Blue,09-Oct-21,Nice product but noise cancellation and mic position is a problem sound is descent and base is average. Cable quality is good. Jack is good.,3,nice product noise cancellation mic position problem sound descent base average cable quality good jack good,nice best,140,25,3,4.64,8.333333333333334,17,4,1,3.5,4.0,True,neutral
1402,Bhargav,E,White,06-Feb-22,Good product and trust worthy product. Delivery was in time and quality is also great with service they offer. Worth trying once,5,good product trust worthy product delivery time quality great service offer worth trying,e,128,22,3,4.863636363636363,7.333333333333333,1,1,1,1.0,1.0,True,positive
1403,Jay,Not so good product,Iguana,13-Sep-21,Not so good product and delivery experience the mic does not work and no noise cancellation feature was working and pathetic delivery experience...,3,good product delivery experience mic work noise cancellation feature working pathetic delivery experience,good product,147,23,1,5.434782608695652,23.0,19,4,1,4.0,4.0,True,neutral
1404,salman khan,Sound quality bad,Iguana,05-Nov-21,"The sound is not right, the bass is too loudClearty nahi he. Pubg me sound nahi araha he .",1,sound right bass loudclearty nahi he pubg sound nahi araha ,sound quality bad,90,19,2,3.789473684210526,9.5,17,3,1,5.0,3.0,True,negative
1405,bijenders k.,Bad choice,Iguana,04-Jul-21,no sound when callingNo pause and play while listen musicBad choiceno sound when callingno sound when calling,1,sound callingno pause play listen musicbad choiceno sound callingno sound calling,bad choice,109,17,1,5.470588235294118,17.0,10,2,1,4.5,2.0,True,negative
1406,Amit yadav,Not sure,Blue,23-Sep-21,Sound quality not perfect ear bard not perfect eretet sound bass not deep ookkk sound not ricmed boat baasheads 105 inear,1,sound quality perfect ear bard perfect eretet sound bass deep ookkk sound ricmed boat baasheads 105 inear,sure,121,21,1,4.809523809523809,21.0,8,2,1,3.5,2.0,True,negative
1407,Saravanan,Good and value for money,Black,13-Aug-21,,5,nan,good value money,3,1,1,3.0,1.0,24,5,1,4.0,5.0,True,positive
1408,Arti Agarwal,"Good earphones, finally",Blue,05-Oct-21,"This is day one review. I will update it if something goes wrong.The earphones fit very comfortably in the ear. After a few minutes, you forget they are even there.I love the color I bought the blue one , and the nylon wrapped cable. I have been looking for affordable earphones with nylon wrapped cables for 2 YEARS. Finally.Sound is good. I don't know about call quality yet. But most earphones don't deviate too much from the mean, as regards that. You need to keep the mic close to your mouth for the sound to be clear on microphone. Not sure about this one yet.Overall, good buy.",4,day review update goes wrongthe earphones fit comfortably ear minutes forget therei love color bought blue  nylon wrapped cable looking affordable earphones nylon wrapped cables 2 years finallysound good dont know quality yet earphones dont deviate mean regards that need mic close mouth sound clear microphone sure yetoverall good buy,good earphones finally,584,107,9,4.4672897196261685,11.88888888888889,23,3,1,7.0,3.0,True,positive
1409,Kundan Kumar Singh,perfect all rounder,White,19-Nov-21,"i am music lover previously i always prefer earbud as it have noise cancelling features but affect of earbud on your ear i came to realise after a long run, next i was in search of earphone not bud after trying various brand and its different model now it's final choice. Believe me Without hesitation just go for it",5,music lover previously prefer earbud noise cancelling features affect earbud ear came realise long run search earphone bud trying brand different model its final choice believe hesitation,perfect rounder,316,59,2,4.372881355932203,29.5,19,3,1,5.666666666666667,3.0,True,positive
1410,MONOTOSH DAS,Nice Headphone from Boat,White,03-Oct-21,It is a very good headphone from BOAT. The product is genuine and was Seal packed when it came. I opened it and then clicked the photos that you see. Very good product from BOAT. Special Thanks to Amazon for giving such a superb product in a reasonable price. Thank you Amazon,5,good headphone boat product genuine seal packed came opened clicked photos see good product boat special thanks amazon giving superb product reasonable price thank amazon,nice headphone boat,276,52,6,4.326923076923077,8.666666666666666,24,4,1,5.25,4.0,True,positive
1411,Sampath,Perfect for price,Black,18-Oct-21,"At 300rs price it's sound output is goodIt's a half inear earphone, so don't expect bassBuild quality is very good especially the tanglefree cableMic clarity is also good1year boat warranty is thereI bought it for my fatherSo if you are a youngster and want to enjoy music with bass then go for other in ear earphones Amazon packing was awesomeInside the boat package we get a userguide, warranty card a boat sticker.",4,300rs price its sound output goodits half inear earphone dont expect bassbuild quality good especially tanglefree cablemic clarity good1year boat warranty therei bought fatherso youngster want enjoy music bass ear earphones amazon packing awesomeinside boat package userguide warranty card boat sticker,perfect price,417,72,1,4.805555555555555,72.0,17,3,1,5.0,3.0,True,positive
1412,Hruday,"Best earphone, very recommended",Blue,13-Oct-21,The media could not be loaded. Best earphone very recommended.and Quality is also very nice you can use for long term wire quality is actually good .it as a 3.5 mm jack ..sound is loud bass is less but no problem..mic is also good try and sing song in starmaker ..very clear voice .,4,media loaded best earphone recommendedand quality nice use long term wire quality actually good it 35 mm jack sound loud bass problemmic good try sing song starmaker very clear voice ,best earphone recommended,282,54,2,4.2407407407407405,27.0,31,4,1,7.0,4.0,True,positive
1413,Pranav,It is pretty good. I'm surprised and satisfied,Black,20-Nov-21,So many people were complaining about painful earphones. But for me it's perfect. Ergonomically designed. It stays in place even when walking. Absolutely no pain and it's comfortable. Voice is also clear. Build quality is also very good. No rubber portions so no chipping off. Very satisfied with the product.,5,people complaining painful earphones its perfect ergonomically designed stays place walking absolutely pain its comfortable voice clear build quality good rubber portions chipping off satisfied product,pretty good im surprised satisfied,309,50,9,5.2,5.555555555555555,46,8,2,4.875,4.0,True,positive
1414,Sanathan Juturu,Excellent Bass and surrounding experience,White,16-May-22,For such less.cost this is giving great music experience and the design is exactly as like iPhone earphones... Awesome bass and surrounding experience. Boat always gives the trust of quality products with in mid range for all people.,5,lesscost giving great music experience design exactly like iphone earphones awesome bass surrounding experience boat gives trust quality products mid range people,excellent bass surrounding experience,233,38,3,5.157894736842105,12.666666666666666,41,5,1,7.4,5.0,True,positive
1415,Trijendra Singh,Good,Iguana,05-Oct-21,They didn't work for my samsung mb. other headphone are operating well with my mb however this product does not work with it. But headphones are working with other things like laptop and other mb phones just fine.,4,didnt work samsung mb headphone operating mb product work it headphones working things like laptop mb phones fine,good,213,38,3,4.631578947368421,12.666666666666666,4,1,1,4.0,1.0,True,positive
1416,Roshan Pal,Fantastic Value for money.,White,05-Nov-21,Really value for money earphones. I bought this as a temporary replacement till I get back my sound magic premium earphones from service center. But really impressed with this earphones quality. I might use it for long time. Sometimes ear hurts a bit.,5,value money earphones bought temporary replacement till sound magic premium earphones service center impressed earphones quality use long time ear hurts bit,fantastic value money,251,43,5,4.8604651162790695,8.6,26,4,1,5.75,4.0,True,positive
1417,Saiyam Jain,Good Sound and Comfortable on Ear,Iguana,11-Oct-21,A value for money product. Good Design Easy on ear Decent sound with accurate bass and vocals. Cable is super quality Not so high bass Mic button does not work on OTT apps and YouTube for play pause. It only work for music apps and calling. Noise cancellation can be better.But overall it's good for its price.I like it,4,value money product good design easy ear decent sound accurate bass vocals cable super quality high bass mic button work ott apps youtube play pause work music apps calling noise cancellation betterbut overall its good pricei like,good sound comfortable ear,319,59,5,4.423728813559322,11.8,33,6,1,4.666666666666667,6.0,True,positive
1418,Soumodeep,Good earphones for the price range,Blue,27-Jul-21,The earphones are very comfortable in the ears and could be used for long duration without pain in ears. I mostly use it for calls and sound quality is also decent and loud at this price range.,5,earphones comfortable ears long duration pain ears use calls sound quality decent loud price range,good earphones price range,193,37,2,4.243243243243243,18.5,34,6,1,4.833333333333333,6.0,True,positive
1419,Amazon User.,Best.,Black,05-Oct-21,Best sound and calling quality. Only 1 things needs to change same wire size on both ear buds it's little bit uncomfortable for calling.,4,best sound calling quality 1 things needs change wire size ear buds its little bit uncomfortable calling,best,136,24,2,4.708333333333333,12.0,5,1,1,5.0,1.0,True,positive
1420,K15,"I bought earphones, both are fantastic",Black,30-Sep-21,"Really love the way boAt is doing the business, especially as a Indian customer. I bought 2 earphones, both are awesome.Thank you boAt for this fantastic products. They are considering all aspects and concerns of customers.",4,love way boat business especially indian customer bought 2 earphones awesomethank boat fantastic products considering aspects concerns customers,bought earphones fantastic,223,36,3,5.222222222222222,12.0,38,6,1,5.5,6.0,True,positive
1421,Suresh,Excellent product at this price. Just go for it.,Blue,15-Oct-21,"Bass is good. Fits perfectly in ears.If you use In Ear earphones, your ears will get hurt in few hours. But if you use this Half In Ear, you can enjoy music for a long time.",5,bass good fits perfectly earsif use ear earphones ears hurt hours use half ear enjoy music long time,excellent product price it,173,36,3,3.8333333333333335,12.0,48,9,2,4.444444444444445,4.5,True,positive
1422,Pankaj,"Just excellent, great bass, better notice cancellation",White,06-Oct-21,"Just excellent, good bass, better notice cancellation, size a little big for ears but ok in this price, thanx boat thanx Amazon, free from earbuds",5,excellent good bass better notice cancellation size little big ears ok price thanx boat thanx amazon free earbuds,excellent great bass better notice cancellation,146,25,1,4.88,25.0,54,7,1,6.857142857142857,7.0,True,positive
1423,Amazon Customer,Very Good Model of ear phone,Black,06-Oct-21,This one I bought it for my Son.It's working fine...and he liked very much.The main feature of this ear phone is the cable ....it's tangle free and does not get messy.,5,bought sonits working fineand liked muchthe main feature ear phone cable its tangle free messy,good model ear phone,167,31,1,4.419354838709677,31.0,28,6,1,3.8333333333333335,6.0,False,positive
1424,Hermit,very nice earphones at this price,Spirit Lime,25-Oct-21,The ears phones are awesome in every sense. Quality is very good and also sound quality is better than any ear phones available at this price range,4,ears phones awesome sense quality good sound quality better ear phones available price range,nice earphones price,147,27,2,4.481481481481482,13.5,33,6,1,4.666666666666667,6.0,True,positive
1425,ROHAN S S,BUILD QUALITY IS GOOD,Blue,24-Oct-21,"Very nice product,You get good bass but sound quality seems quite less.Over all a good product for a decent price.Best for travelers and regular users.Nice cable wire .Overall a very nice product than compared to others at that price range .",4,nice productyou good bass sound quality lessover good product decent pricebest travelers regular usersnice cable wire overall nice product compared price range ,build quality good,241,41,1,4.902439024390244,41.0,21,4,1,4.5,4.0,True,positive
